FIT Profiler Report
Profile stats for: [LightningModule]LitGIBLi.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.002    0.000 traceback.py:216(extract_stack)
       10    0.000    0.000    0.002    0.000 traceback.py:338(extract)
35350/35343    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
      324    0.000    0.000    0.001    0.000 _utils.py:199(_rebuild_tensor_v2)
    32469    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      162    0.001    0.000    0.001    0.000 _guards.py:823(detect_fake_mode)
      324    0.000    0.000    0.001    0.000 _utils.py:178(_rebuild_tensor)
      162    0.001    0.000    0.001    0.000 {built-in method builtins.__build_class__}
      162    0.000    0.000    0.001    0.000 serialization.py:442(_open_file_like)
        3    0.001    0.000    0.001    0.000 {built-in method torch.zeros}
      334    0.001    0.000    0.001    0.000 {built-in method torch.empty}
      162    0.000    0.000    0.001    0.000 serialization.py:424(__init__)
      486    0.000    0.000    0.001    0.000 serialization.py:1432(find_class)
      820    0.000    0.000    0.001    0.000 traceback.py:301(line)
    16233    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISREG}
      166    0.001    0.000    0.001    0.000 {built-in method io.open}
      162    0.000    0.000    0.001    0.000 _tensor.py:241(_typed_storage)
      162    0.000    0.000    0.001    0.000 serialization.py:108(_is_zipfile)
       10    0.000    0.000    0.001    0.000 traceback.py:27(format_list)
       10    0.000    0.000    0.001    0.000 traceback.py:405(format)
        3    0.000    0.000    0.001    0.000 std.py:1464(display)
        3    0.001    0.000    0.001    0.000 {method 'scatter_add_' of 'torch._C.TensorBase' objects}
      280    0.000    0.000    0.001    0.000 linecache.py:26(getline)
      324    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 std.py:1160(__iter__)
       10    0.000    0.000    0.000    0.000 function.py:584(bind_default_args)
      162    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      324    0.000    0.000    0.000    0.000 storage.py:581(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1325(refresh)
       10    0.000    0.000    0.000    0.000 utils.py:157(empty)
        3    0.000    0.000    0.000    0.000 {built-in method torch.bincount}
      162    0.000    0.000    0.000    0.000 os.py:772(getenv)
      162    0.000    0.000    0.000    0.000 _pytree.py:841(tree_leaves)
        3    0.000    0.000    0.000    0.000 {method 'amax' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 std.py:1150(__str__)
      280    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        3    0.000    0.000    0.000    0.000 std.py:464(format_meter)
      140    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
      162    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
       50    0.000    0.000    0.000    0.000 LazyTensor.py:63(__init__)
        1    0.000    0.000    0.000    0.000 std.py:663(__new__)
        3    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
      162    0.000    0.000    0.000    0.000 _pytree.py:823(_tree_leaves_helper)
       50    0.000    0.000    0.000    0.000 lazy_tensor.py:65(__init__)
        9    0.000    0.000    0.000    0.000 utils.py:378(disp_len)
       10    0.000    0.000    0.000    0.000 inspect.py:3252(signature)
        9    0.000    0.000    0.000    0.000 utils.py:374(_text_width)
        4    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:274(fixvariables)
       10    0.000    0.000    0.000    0.000 inspect.py:2998(from_callable)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      280    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       10    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_callable)
      324    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7c826eff5b40}
        1    0.000    0.000    0.000    0.000 std.py:1198(update)
        1    0.000    0.000    0.000    0.000 std.py:952(__init__)
      162    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
      162    0.000    0.000    0.000    0.000 serialization.py:427(__exit__)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:1064(__sub__)
       10    0.000    0.000    0.000    0.000 generic_red.py:293(setup_context)
      162    0.000    0.000    0.000    0.000 serialization.py:1428(UnpicklerWrapper)
      162    0.000    0.000    0.000    0.000 serialization.py:1455(_is_torchscript_zip)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:1061(subop)
     1498    0.000    0.000    0.000    0.000 utils.py:375(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic_red.py:133(_setup_context)
      162    0.000    0.000    0.000    0.000 _pytree.py:608(_is_leaf)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:466(binary)
        3    0.000    0.000    0.000    0.000 {built-in method torch.floor}
      162    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 std.py:1265(close)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
       10    0.000    0.000    0.000    0.000 {built-in method torch.tensor}
       10    0.000    0.000    0.000    0.000 generic_red.py:422(__init__)
      324    0.000    0.000    0.000    0.000 storage.py:509(__new__)
        7    0.000    0.000    0.000    0.000 GIBLi_utils.py:44(__init__)
      666    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:402(join)
      162    0.000    0.000    0.000    0.000 _python_dispatch.py:119(_get_current_dispatch_mode_stack)
        3    0.000    0.000    0.000    0.000 std.py:457(print_status)
      162    0.000    0.000    0.000    0.000 _pytree.py:601(_get_node_type)
      162    0.000    0.000    0.000    0.000 _utils.py:817(_element_size)
       10    0.000    0.000    0.000    0.000 parse_type.py:48(get_sizes)
     2226    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:916(start)
        1    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.000    0.000 std.py:90(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:386(disp_trim)
      162    0.000    0.000    0.000    0.000 _guards.py:582(try_get)
        1    0.000    0.000    0.000    0.000 std.py:116(create_mp_lock)
       10    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       10    0.000    0.000    0.000    0.000 get_options.py:132(get_tag_backend)
       20    0.000    0.000    0.000    0.000 parse_type.py:71(get_type)
       10    0.000    0.000    0.000    0.000 parse_type.py:9(complete_aliases)
      162    0.000    0.000    0.000    0.000 serialization.py:1327(__init__)
        1    0.000    0.000    0.000    0.000 context.py:70(RLock)
      378    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       10    0.000    0.000    0.000    0.000 get_options.py:33(define_tag_backend)
      486    0.000    0.000    0.000    0.000 serialization.py:1292(_maybe_decode_ascii)
1932/1925    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      486    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.TensorBase' objects}
       40    0.000    0.000    0.000    0.000 re.py:197(search)
      162    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
        1    0.000    0.000    0.000    0.000 dataset.py:425(random_split)
       40    0.000    0.000    0.000    0.000 utils.py:76(view)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:355(promote)
      162    0.000    0.000    0.000    0.000 serialization.py:388(default_restore_location)
        1    0.000    0.000    0.000    0.000 threading.py:589(wait)
      162    0.000    0.000    0.000    0.000 _pytree.py:590(_is_namedtuple_instance)
       10    0.000    0.000    0.000    0.000 Cache.py:83(__call__)
       30    0.000    0.000    0.000    0.000 LazyTensor.py:71(lt_constructor)
       10    0.000    0.000    0.000    0.000 inspect.py:3181(bind)
        1    0.000    0.000    0.000    0.000 threading.py:288(wait)
      169    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
      162    0.000    0.000    0.000    0.000 _utils.py:250(_validate_loaded_sparse_tensors)
      290    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
       10    0.000    0.000    0.000    0.000 get_options.py:89(_find_mem)
      162    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_metadata}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:3050(_bind)
       50    0.000    0.000    0.000    0.000 LazyTensor.py:57(__new__)
        3    0.000    0.000    0.000    0.000 {built-in method torch.cumprod}
       40    0.000    0.000    0.000    0.000 {method 'view' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        7    0.000    0.000    0.000    0.000 module.py:428(__init__)
       20    0.000    0.000    0.000    0.000 lazy_tensor.py:384(init)
      324    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       60    0.000    0.000    0.000    0.000 re.py:187(match)
     1090    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:1518(norm2)
      162    0.000    0.000    0.000    0.000 storage.py:959(_data_ptr)
       40    0.000    0.000    0.000    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
      110    0.000    0.000    0.000    0.000 re.py:288(_compile)
      162    0.000    0.000    0.000    0.000 __init__.py:613(is_tensor)
       10    0.000    0.000    0.000    0.000 traceback.py:386(from_list)
     1489    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
        1    0.000    0.000    0.000    0.000 {built-in method torch.randperm}
      162    0.000    0.000    0.000    0.000 storage.py:1223(_get_dtype_from_pickle_storage_type)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:432(unary)
       80    0.000    0.000    0.000    0.000 function.py:346(__getattribute__)
       26    0.000    0.000    0.000    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
      162    0.000    0.000    0.000    0.000 serialization.py:408(_is_path)
        3    0.000    0.000    0.000    0.000 {built-in method torch.div}
      162    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'float' of 'torch._C.TensorBase' objects}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        7    0.000    0.000    0.000    0.000 module.py:1711(__setattr__)
      324    0.000    0.000    0.000    0.000 serialization.py:413(__init__)
       10    0.000    0.000    0.000    0.000 utils.py:77(check_broadcasting)
      280    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:7(_make_name)
       10    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       50    0.000    0.000    0.000    0.000 utils.py:98(detect_complex)
       10    0.000    0.000    0.000    0.000 utils.py:19(unwrap_dead_wrappers)
       40    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      377    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x56b7c75a95e0}
      372    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
      120    0.000    0.000    0.000    0.000 Cache.py:84(<genexpr>)
      162    0.000    0.000    0.000    0.000 serialization.py:547(_check_dill_version)
       10    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 std.py:686(_decr_instances)
      163    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
       40    0.000    0.000    0.000    0.000 utils.py:21(<genexpr>)
        3    0.000    0.000    0.000    0.000 std.py:451(fp_write)
        8    0.000    0.000    0.000    0.000 utils.py:194(inner)
       72    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       36    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      281    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      174    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
      162    0.000    0.000    0.000    0.000 serialization.py:1304(_get_restore_location)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      324    0.000    0.000    0.000    0.000 serialization.py:1330(dtype)
      162    0.000    0.000    0.000    0.000 {built-in method torch._C._len_torch_dispatch_stack}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       10    0.000    0.000    0.000    0.000 utils.py:37(get_tools)
      324    0.000    0.000    0.000    0.000 serialization.py:416(__enter__)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       10    0.000    0.000    0.000    0.000 generic_red.py:46(set_device)
       10    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
      162    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
      284    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       26    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       10    0.000    0.000    0.000    0.000 inspect.py:2840(apply_defaults)
       10    0.000    0.000    0.000    0.000 re.py:232(findall)
      162    0.000    0.000    0.000    0.000 serialization.py:240(_cpu_deserialize)
      162    0.000    0.000    0.000    0.000 _python_dispatch.py:121(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
      130    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      170    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 utils.py:73(max_tuple)
       10    0.000    0.000    0.000    0.000 LoadKeOps.py:204(<listcomp>)
      168    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {built-in method torch._C._get_tracing_state}
        1    0.000    0.000    0.000    0.000 utils.py:333(_screen_shape_linux)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
      166    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       50    0.000    0.000    0.000    0.000 LazyTensor.py:66(get_tools)
       40    0.000    0.000    0.000    0.000 utils.py:91(dtype)
        3    0.000    0.000    0.000    0.000 {method 'expand' of 'torch._C.TensorBase' objects}
        7    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
       10    0.000    0.000    0.000    0.000 inspect.py:2787(args)
       40    0.000    0.000    0.000    0.000 lazy_tensor.py:1017(nbatchdims)
      162    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       10    0.000    0.000    0.000    0.000 function.py:92(save_for_forward)
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
       30    0.000    0.000    0.000    0.000 generic_red.py:106(<genexpr>)
      167    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 generic_red.py:82(<genexpr>)
       30    0.000    0.000    0.000    0.000 utils.py:197(get_pointer)
        6    0.000    0.000    0.000    0.000 std.py:102(acquire)
        6    0.000    0.000    0.000    0.000 utils.py:273(_is_ascii)
       10    0.000    0.000    0.000    0.000 enum.py:359(__call__)
       10    0.000    0.000    0.000    0.000 get_options.py:99(<listcomp>)
       23    0.000    0.000    0.000    0.000 {method 'contiguous' of 'torch._C.TensorBase' objects}
      162    0.000    0.000    0.000    0.000 serialization.py:419(__exit__)
        3    0.000    0.000    0.000    0.000 std.py:1446(format_dict)
      162    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        5    0.000    0.000    0.000    0.000 std.py:400(format_interval)
      100    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._functorch.unwrap_if_dead}
        7    0.000    0.000    0.000    0.000 neighbors.py:14(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       20    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
       20    0.000    0.000    0.000    0.000 {built-in method torch.is_complex}
        3    0.000    0.000    0.000    0.000 enums.py:81(__eq__)
        8    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 std.py:682(<setcomp>)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:330(separate_kwargs)
       10    0.000    0.000    0.000    0.000 parse_type.py:134(get_optional_flags)
        6    0.000    0.000    0.000    0.000 std.py:106(release)
        3    0.000    0.000    0.000    0.000 query_points_strat.py:14(__init__)
       10    0.000    0.000    0.000    0.000 get_options.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        2    0.000    0.000    0.000    0.000 threading.py:545(__init__)
       10    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
       40    0.000    0.000    0.000    0.000 utils.py:121(dtypename)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        8    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.000    0.000 utils.py:190(device)
       10    0.000    0.000    0.000    0.000 function.py:189(mark_non_differentiable)
       20    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        8    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 _contextlib.py:141(clone)
       80    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:17(is_scalar_and_equals)
       20    0.000    0.000    0.000    0.000 utils.py:10(is_on_device)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7c841636b400}
        1    0.000    0.000    0.000    0.000 random.py:506(choices)
        3    0.000    0.000    0.000    0.000 std.py:186(__format__)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        7    0.000    0.000    0.000    0.000 std.py:231(__call__)
       53    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        2    0.000    0.000    0.000    0.000 grad_mode.py:183(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method torch._C._are_functorch_transforms_active}
       20    0.000    0.000    0.000    0.000 {method 'is_contiguous' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 grad_mode.py:79(__enter__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       20    0.000    0.000    0.000    0.000 utils.py:74(<genexpr>)
        3    0.000    0.000    0.000    0.000 std.py:153(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       30    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 grad_mode.py:83(__exit__)
        9    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       20    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:216(is_initialized)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       10    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 random.py:519(<listcomp>)
       10    0.000    0.000    0.000    0.000 enum.py:678(__new__)
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        7    0.000    0.000    0.000    0.000 TS40K.py:967(__len__)
       10    0.000    0.000    0.000    0.000 operations.py:7(preprocess)
       10    0.000    0.000    0.000    0.000 inspect.py:2779(__init__)
        1    0.000    0.000    0.000    0.000 dataset.py:485(<listcomp>)
       20    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       10    0.000    0.000    0.000    0.000 LoadKeOps.py:207(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
       10    0.000    0.000    0.000    0.000 utils.py:11(axis2cat)
        1    0.000    0.000    0.000    0.000 storage.py:416(_storage_type_to_dtype_map)
        4    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:270(new_variable_index)
        7    0.000    0.000    0.000    0.000 knn.py:12(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 functools.py:393(__get__)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
       13    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 types.py:176(__get__)
       20    0.000    0.000    0.000    0.000 inspect.py:2687(name)
        1    0.000    0.000    0.000    0.000 grad_mode.py:74(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
       10    0.000    0.000    0.000    0.000 lazy_tensor.py:26(is_complex_lazytensor)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       10    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method now}
